term,definition,POS,notes
geologique,alternative form of géologique,adj,
géologique,geological,adj,
géologiquement,geologically (with respect to geology),adv,
géologue,geologist,mf,
géomagnétique,geomagnetic,adj,"geology, physics] "
géomagnétisme,geomagnetism,m,"geology, physics] "
géomancie,geomancy,f,
géomatériau,geomaterial,m,geology] 
géomatique,geomatic,adj,
géomatique,geomatics,f,
géomécanique,geomechanical,adj,geology] 
géomécanique,geomechanics,f,geology] 
géométral,geometral,adj,
géométralement,geometrally,adv,
géomètre,a surveyor,mf,
géométrie,geometry,f,mathematics] 
géométrique,geometric,adj,
géométriquement,geometrically (with respect to geometry),adv,
géométriser,to geometrize,v,
géomorphologie,geomorphology,f,
géomorphologique,geomorphological,adj,
géomorphologue,geomorphologist,mf,
géoneutrino,geoneutrino,m,physics] 
géonomie,geonomy,f,
géophysicien,geophysicist,m,"physics, geology] "
géophysicienne,feminine noun of géophysicien,f,
géophysique,geophysics,f,"geology, physics] "
géophysique,geophysical,adj,"geology, physics] "
géopoliticien,geopolitician,m,
géopolitique,geopolitical,adj,
géopolitique,geopolitics,f,
géopolitologue,geopolitical political scientist,mf,
géopolymère,geopolymer,m,
géoradar,ground-penetrating radar,f,
Georges,given name,prop,
Georges,surname,prop,
Georgescu,surname,prop,
Georgette,"given name, a feminine diminutive form of Georges",prop,
Géorgie,Georgia (The Caucasian country),prop} {f,
Géorgie,Georgia (U.S. state),prop} {f,
géorgien,"Georgian, the Georgian language",m,
géorgien,Georgian (relating to the country Georgia),adj,
géorgien,Georgian (relating to the US State Georgia),adj,
Géorgien,"A Georgian, person from the Transcaucasian country Georgia",m,
Géorgien,"A Georgian, inhabitant of the US State",m,
Géorgienne,feminine noun of Géorgien,f,
géoscience,geoscience,f,geology] 
géosphère,geosphere,f,
géostationnaire,geostationary,adj,
géostatistique,geostatistics,f,
géostatistique,geostatistic,adj,
géostratégie,geostrategy,f,
géostratégique,geostrategic,adj,
géostratégiste,geostrategist,mf,
géosystème,geosystem,m,
géotaxisme,geotaxis,m,biology] 
géotechnicien,geotechnician,m,
géotechnique,"geotechnics, geotechnology",m,
géotechnique,geotechnical,adj,
géotechniquement,geotechnically,adv,
géotectonique,geotectonic,adj,geology] 
géothermal,geothermal,adj,
géotherme,geotherm,m,
géothermie,geothermal energy or science,f,
géothermique,geothermal,adj,
géotrope,geotropic,adj,
géotropisme,geotropism,m,biology] 
gérable,manageable,adj,
Gérald,given name,prop,
Géraldine,given name,prop,
gérance,management,f,
géranial,geranial,m,organic compound] 
géraniine,geraniin,f,organic compound] 
géranine,geranin,f,organic compound] 
géraniol,geraniol,m,organic compound] 
géranium,geranium,f,
gérant,manager,m,"Quebec, business, sports] "
gérante,feminine noun of gérant,f,
géranyle,geranyl,m,organic chemistry] 
Gérard,given name,prop} {m,
Gérard,surname,prop} {m,
gerbable,stackable,adj,
gerbe,sheaf (of wheat),f,agriculture] 
gerbe,"spray, bouquet (of flowers)",f,
gerbe,"collection, anthology (of pieces of literature)",f,
gerbe,garb,f,heraldry] 
gerbe,tithe on crops under the Ancien Régime,f,historical] 
gerbe,"puke, throw up (vomit)",f,slang] 
gerber,to sheave,v,
gerber,"To puke, to throw up",v,slang] 
gerbeuse,a female vomiter,f,
gerbille,gerbil,f,
gerboise,jerboa,f,
gercé,chapped,adj,
gercer,"to chap, become chapped",vit,
gerçure,crack,f,
Gereaux,surname,prop,
gérer,to manage,v,
gérer,to rock,v,slang] 
gerfaut,gyrfalcon,m,
Gergovie,Gergovia,prop,
gergovien,Gergovian,adj,
Gergovien,Gergovian,m,
Gergovienne,feminine noun of Gergovien,f,
gériatrie,geriatrics,f,medicine] 
gériatrique,geriatric,adj,
germain,german (having the same mother and father),adj,
germain,"Germanic, German",adj,
Germain,given name,prop,
Germain,German (someone from Germany),m,rare] 
Germaine,"given name, feminine form of Germain",prop,
germandrée,germander (of genus Teucrium),f,
germanène,germanene,f,
Germanie,"Germania, a region inhabited by Germanic peoples",prop,historical] 
Germanie,Germany,prop,rare] 
germanique,Germanic,adj,
germanisation,Germanization (Making more German),f,
germaniser,To Germanize,v,
germanisme,Germanism (a word or idiom of the German language),m,
germaniste,Germanist,mf,
germaniste,Germanist; Germanistic,adj,
germanité,Germanness,f,
germanium,germanium,m,
germano-,Germano-,prefix,
germanomanie,Germanomania,f,
germanophile,Germanophile,adj,
germanophile,Germanophile,mf,
germanophone,German-speaking,adj,
germanophone,German speaker,mf,
germanopratin,"pertaining to, or from Saint-Germain-des-Prés",adj,
Germanopratin,native or inhabitant of Saint-Germain-des-Prés,m,
Germanopratine,feminine noun of Germanopratin,f,
germe,germ (small mass of cells),m,
germe,seed,m,
germe,"bulb (of onion, garlic etc.)",m,
germe,seed (the principle cause),m,figuratively] 
germer,to germinate,v,
germinal,germinal,adj,
germinal,Germinal (the seventh month of the French Republican Calendar),m,historical] 
germinatif,germinative,adj,
Gérôme,given name,prop,
gérondif,"a syntactical construction of French composed of the present participle preceded with the preposition en, used to express simultaneity or manner; an adverbial participle",m,grammar] 
gérondif,"a Latin gerundive, a verbal adjective expressing necessity",m,
gérondif,an English gerund,m,
gérondif,of or pertaining to the gérondif,adj,
géronto-,geronto-,prefix,
gérontocratie,gerontocracy,f,
gérontologie,gerontology (branch of science),f,
gérontologique,gerontological,adj,
gérontologue,gerontologist,mf,
Gers,Gers,prop} {m,
Gervais,given name,prop} {m,
Gervaise,"given name, a rare feminine form of Gervais ( Gervase)",prop} {f,
GES,abbreviation of gaz à effet de serre (greenhouse gas),m,
gésier,gizzard,m,
gésir,to lie (to be in a horizontal position),vi,literary] 
gésir,to lie (to be left in a horizontal position),vi,
gésir,to be located,vi,
gésir,"to be buried, hidden",vi,
gesse,vetchling,f,
gesse,sweet pea (Lathyrus odoratus),f,
gessette,red vetchling (Lathyrus cicera),f,
gestation,gestation,f,
geste,gesture,m,
geste,"move, motion",m,
geste,"saga, especially a cycle of poems in the epic, literary style of the Middle Ages",f,
gesticulant,gesticulating,adj,
gesticulation,gesticulation,f,
gesticuler,to gesticulate (make gestures),v,
gestion,administration,f,
gestion,"management, control",f,
gestionnaire,manager,mf,
gestionnaire,"managerial, relating to management",adj,
gestuel,gestural,adj,
gestuelle,"gesture, gest, movement",f,
Gethsémané,Gethsemane,prop,
getter,getter,m,object-oriented] 
gétule,A member of a Berber tribe (the Gaetuli) that occupied Getulia in southern Morocco,mf,
GEU,initialism of grossesse extra-utérine,f,medicine] 
gewurztraminer,Gewürztraminer (grape and wine),m,
geyser,geyser,m,geology] 
GG,abbreviation of gouverneur-générale,m,politics] 
GG,abbreviation of gouverneure-générale,f,politics] 
Ghana,Ghana,prop} {m,
ghanéen,Ghanaian,adj,
Ghanéen,Ghanaian (person from Ghana or of Ghanaian descent),m,
Ghanéenne,feminine noun of Ghanéen,f,
ghassoul,A kind of saponifying vulcanic clay used for hair and skin care,m,
ghetto,A ghetto,m,
ghettoïsation,ghettoization,f,
ghettoïser,to ghettoize,vt,
Ghiolof,Ghiolof (former country),prop} {m,
Ghiolof,An inhabitant of the country of Ghiolof,m,
Ghislain,given name,prop,
Ghislaine,"given name, feminine form of Ghislain",prop,
ghourd,A type of pyramidal dune found in the Sahara (a star dune),m,geology] 
ghréline,ghrelin,f,biochemistry] 
Ghyslaine,"given name, a popular spelling variant of Ghislaine",prop,
gibbeux,gibbous,adj,
gibbeux,gibbose,adj,
gibbon,Gibbon,m,
gibbosité,gibbosity,f,
gibbsite,gibbsite,f,mineral] 
gibecière,gamebag,f,
gibecière,shoulder bag,f,
gibelin,Ghibelline,adj,
Gibelin,Ghibelline,m,
giberne,cartridge box,f,
gibet,"gallows, gibbet",m,literary] 
gibier,game (wild animal hunted for food),m,
gibioctet,gibibyte,m,
giboulée,"downpour, cloudburst (sudden burst of rain)",f,meteorology] 
gibouler,to pour down,v,"rare, archaic, impersonal, ] "
giboyeux,"full of game, game-filled",adj,
Gibraltar,Gibraltar: overseas territory of the United Kingdom at the southern end of the Iberian peninsula,prop} {m,
gibraltarien,Gibraltarian,adj,
Gibraltarien,A Gibraltarian,m,
Gibraltarienne,female equivalent of Gibraltarien,f,
gibranien,Gibranian,adj,
giclée,"squirt, spray (act of squirting)",f,
giclée,burst of machine-gun fire,f,
gicler,"to squirt, to spurt",v,
gicleur,jet (of water),f,
gicleur,nozzle,f,
gicleur,sprinkler (for a building),f,
gifle,cheek,f,archaic] 
gifle,slap; slap in the face,f,
gifler,to slap (on the face),v,
giga-,giga-,prefix,
gigaélectronvolt,gigaelectron volt,m,
gigaflop,gigaflop,m,computing] 
gigakatal,gigakatal,m,
gigantesque,gigantic,adj,
gigantesquement,massively; hugely; enormously,adv,
gigantisme,gigantism,m,
gigaoctet,gigabyte,m,computing] 
Gigi,given name,prop} {f,
GIGN,initialism of Groupe d'Intervention de la Gendarmerie Nationale,prop,
Gignac,surname,prop,
gigogne,"nesting (composed of many elements, each fitting in a bigger one)",adj,
gigolette,shoulder of rabbit or thigh of poultry (when cooked),f,cooking] 
gigolette,"young prostitute, or promiscuous young woman",f,"dated, slang] "
gigolo,gigolo,m,"colloquial, pejorative] "
gigot,leg (of lamb),m,
gigoter,to wriggle (about),vit,
gigue,"string instrument, roughly in the form of a mandoline (c. 1120–50)",f,music] 
gigue,"lively and gay dance originary from the British Isles, gigue, jig",f,dancing] 
gigue,"musical melody, to be danced in the way of a gigue",f,music] 
gigue,"long leg, tall and skinny girl, haunch of some animals especially venison (19th century)",f,familiar] 
gigue,"disorderly way of dancing (danser la gigue), twerk of the hips (gigue des fesses; early 20th century)",f,colloquial] 
gigue,"a small boat, gig",f,
gigue,jitter,f,telecommunications] 
Gilbert,given name,prop,
Gilberte,"given name, feminine form of Gilbert",prop,
gilet,"waistcoat, vest",m,
gilet,sweater,m,
Gilles,given name,prop,
Gillette,surname,prop,
gillotage,zincography,m,
gimmick,gimmick,m,
gin,gin,m,
gineste,Spanish broom (Spartium junceum),f,
Ginette,"given name, a diminutive of Geneviève",prop} {f,
gingembre,ginger (spice),m,
gingeolier,"lote tree, jujube tree",m,
gingérol,gingerol,m,organic compound] 
gingivite,gingivitis,f,pathology] 
gingivostomatite,gingivostomatitis,f,pathology] 
ginglyme,"ginglymus, hinge joint",m,anatomy] 
ginglymoïdal,"ginglymoid, ginglymoidal",adj,anatomy] 
Gingras,Gingras; surname,prop,
ginseng,ginseng (plant),m,
girafe,giraffe,f,
girafe,boom (pole supporting a microphone),f,
girafeau,baby giraffe,m,
girafon,baby giraffe,m,
Girard,surname based on the given name Gérard,prop} {m,
Girardeau,surname,prop,
Girardot,surname,prop,
giratoire,gyratory,adj,
giratoire,roundabout,m,Switzerland] 
girer,to turn,vit,"rare, dated] "
girevoy,kettlebell (sport),m,
girobroyeur,"rotary mower, rotary crusher, flail mower",m,agriculture] 
girofle,clove (the plant),m,
giroflée,wallflower (plant),f,
giroflier,clove plant,m,
girolle,chanterelle (mushroom),f,
giron,lap (of a person),m,dated] 
giron,bosom,m,figuratively] 
giron,gyron,m,heraldry] 
giron,"tread, run (of a step)",m,architecture] 
girond,"fine, attractive (especially of a woman)",adj,
Gironde,Gironde,prop} {m,
girondin,of or from the department of Gironde,adj,
girondin,"connected with FC Girondins de Bordeaux, a football team in Bordeaux",adj,
Girondin,Girondist,m,
Girondin,Someone from the department of Gironde,m,
Girondin,"Someone connected with FC Girondins de Bordeaux, a football team in Bordeaux",m,
Girondine,feminine noun of Girondin,f,
girophare,alternative form of gyrophare,m,
Giroud,surname,prop,
girouette,"Weathercock, weather vane",f,
girouette,A fickle person,f,figurative] 
Giroux,surname,prop,
gisant,lying (in a horizontal position),adj,
Giscard,surname,prop,
giscardien,Giscardian,adj,
Gisèle,"given name, a popular spelling variant of Giselle",prop,
Giselle,given name,prop,
gisement,"deposit (of oil, minerals); bed (of coal, ore etc.)",m,
gitan,gypsy,adj,
gitan,gypsy,m,
gîte,shelter; lodging,m,
gîte,gîte (self-catering holiday home),m,
gîte,beef shin,m,
gîte,list (inclination of a ship),f,nautical] 
giter,alternative form of gîter,v,
gîter,"to list, heel over",vi,nautical] 
gîter,"to (take) shelter, rest",vi,"archaic, literary] "
giton,male (homosexual) prostitute,m,
Givenchy,Part of the name of three communes in Pas-de-Calais,prop,
givrage,icing up,m,
givre,"frost, ice, hoarfrost, rime",m,
givré,frosted; covered with frost or a thin pale layer resembling frost,adj,
givré,"crazy, nuts",adj,colloquial] 
givrer,to ice up,v,
givrer,to glaze,v,
glabre,hairless,adj,
glaçage,icing (sugary substance),m,
glace,ice,f,
glace,ice cream,f,
glace,glass,f,
glace,mirror,f,
glacé,"icy, frozen",adj,
glacé,"glazed, glacé",adj,
glacer,to freeze; to turn to ice,vt,
glacer,to freeze,vt,figuratively] 
glacer,to ice (cover with icing),v,
glacer,to turn to ice (become ice),vr,se glacer] 
glacerie,The manufacture and sale of ice-cream,f,
glacerie,"a gelateria, ice cream parlor",f,
glacerie,The manufacture and sale of mirrors,f,
glaciaire,glacial,adj,
glacial,glacial [all meanings],adj,
glacialement,glacially,adv,
glaciation,glaciation,f,
glacier,glacier,m,
glacier,ice cream parlor,m,
glacière,icehouse (a deep cellar or outdoor building used for the storage of ice),f,
glacière,ice cave,f,
glacière,icebox,f,
glacière,"ice chest, coolbox",f,
glacière,freezer (a very cold place),f,figuratively] 
glaciologie,glaciology,f,
glaciologique,glaciological,adj,
glaciologue,glaciologist,mf,
glaçon,icicle,m,
glaçon,"ice cube, block of ice",m,
glaçure,glaze (on ceramics),f,
gladiateur,gladiator,m,
gladiatrice,gladiatrix; feminine noun of gladiateur (female gladiator),f,
glagolitique,Glagolitic,adj,
glaïeul,gladiolus (plant),m,
glaire,"egg white, glair",f,archaic] 
glaire,"phlegm, mucus",f,chiefly in the plural] 
glairine,glairin,f,
glaise,clay,f,
glaise,earth,f,figuratively] 
glaiser,"to clay, spread clay onto",v,
glaiseux,clayey,adj,
glaive,"gladius, short sword",m,
glaive,sword,m,figuratively] 
glamour,glamour,m,
glamour,glamorous,adj,
glamouriser,to glamorize (make more glamorous),v,
glanage,"a gathering, a gleaning",m,
gland,acorn,m,
gland,glans,m,anatomy] 
gland,tassel,m,
gland,"(of a person) prick, wanker, bell end",m,"vulgar, slang] "
glande,Gland,f,biology] 
glande,Swollen lymph node,f,"medicine, non-technical] "
glande,"Tumor, growth",f,"medicine, non-technical] "
glande,"laze, lazing around, sloth",f,slang] 
glander,to do,vt,slang] 
glander,"to loaf around, to bum around, to cabbage",vi,slang] 
glandeur,layabout,m,
glandeuse,feminine noun of glandeur,f,
glandouiller,to do nothing; to bum around all day,vi,
glandulaire,glandular,adj,
glanduleux,glandular,adj,
glane,the act of gleaning,f,
glane,"sheatfish, wels catfish",f,
Glâne,a tributary of the Saane,prop} {f,river] 
Glâne,a district in the Canton of Fribourg in Switzerland,prop} {f,District de la Glâne] 
Glâne,"one of two districts in either Payerne, Vaud or Broye_District, Fribourg",prop} {f,la Petite Glâne] 
Glâne,an ancient community associated with modern Romont,prop} {f,les Glânes] 
glaner,"to gather, to glean",v,
glaneur,"picker, gatherer",m,
glaneuse,female equivalent of glaneur,f,
glapir,"to yelp, bark",v,
glapir,to shriek,v,of person] 
glapissement,yelp; squeaking,m,
glas,(funeral) bell,m,
glas,death knell (omen),m,figuratively] 
glaucienne,synonym of glaucier,f,
glaucier,A type of poppy of the genus Glaucium,m,
glaucière,alternative form of glaucier,f,
glaucique,glaucic,adj,organic chemistry] 
glaucome,glaucoma,m,pathology] 
glaucophane,glaucophane,mf,mineral] 
glauque,glaucous (of a pale green colour),adj,color] 
glauque,"sinister, ominous, worrying",adj,figuratively] 
glauquement,glaucously,adv,
glauquement,ominously,adv,
glaviot,"expectoration, gob",m,slang] 
glèbe,glebe,f,archaic] 
glèbe,"turf, territory",f,
glène,glenoid,f,anatomy] 
glénoïdal,"glenoid, glenoidal",adj,
glénoïde,glenoid,adj,
glénoïdien,glenoid,adj,
glie,glia,f,anatomy] 
gliome,glioma,m,medicine] 
glissade,"slip, slide, skid",f,
glissando,glissando,m,music] 
glissant,slippery (which tends to cause slipping),adj,
glisse,skiing,f,colloquial] 
glisse,glide,f,skiing] 
glissement,"slip, slide",m,
glisser,"to slip, to slide, to skid",vi,
glisser,to glide,vi,
glisser,to slide,v,music] 
glisseur,slider (person who slides),m,
glisseur,"couple (turning force, masculine only)",m,physics] 
glisseuse,feminine singular of glisseur,f,
glissière,"slide, chute",f,
glissoire,"slide (made of ice, normally by children to slide for fun)",f,
global,"global, spherical; (hence) concerning the whole world",adj,originally] 
global,"as a whole, on the whole; total",adj,
globalement,overall,adv,
globalement,globally,adv,
globalisation,globalization,f,
globaliste,globalist,adj,
globaliste,globalist,mf,
globalité,"entirety, totality",f,
globe,globe,m,
globetrotteur,globetrotter (person who travels often to faraway places),m,
globine,globin,f,protein] 
globish,Globish,m,
globulaire,globular,adj,
globule,globule,m,
globule,blood cell,m,
globuleux,globular,adj,
globuleux,protruding (eyes),adj,
globuline,globulin,f,protein] 
gloire,glory,f,
glomaline,glomalin,f,protein] 
glomérule,glomerule,m,botany] 
glomérule,glomerulus,m,anatomy] 
gloriette,gloriette (pavilion or similar structure in an elevated position),f,architecture] 
glorieusement,gloriously,adv,
glorieux,glorious,adj,
Glorieux,the Montreal Canadiens (a professional ice hockey club in Montreal),prop,"Quebec, ice hockey, slang] "
glorificateur,"glorifying, aggrandising",adj,
glorification,glorification,f,
glorification,aggrandizement,f,
glorifier,"laud, glorify",v,
gloriole,Vainglory derived from small things,f,
glose,gloss (explanatory note),f,
gloser,"to annotate, gloss",v,
gloser,to ramble on (sur about),v,
glossaire,glossary (list of words with their definitions),m,
glossectomie,glossectomy,f,surgery] 
glossien,glossal,adj,
glossographie,glossography,f,
glossolalie,glossolalia,f,
glottal,"pertaining to the glottis, glottal",adj,anatomy] 
glottal,"articulated with the glottis, glottal",adj,phonetics] 
glotte,glottis,f,anatomy] 
glottique,glottal (of or relating to the glottis),adj,
glottochronologie,glottochronology,f,
glou,glug,interj,
gloubi-boulga,"Something unorganized, shapeless, having nothing recognizable",m,colloquial] 
gloubi-boulga,"Gibberish, gobbledygook",m,colloquial] 
glouglou,gurgle,m,
glougloutant,gobbling,adj,
glougloutant,gurgling,adj,
glougloutement,gurgling (sound),m,
glouglouter,to gobble [like a turkey],vi,
glouglouter,to gurgle,vi,
glouglouteur,fermentation lock,m,
gloussement,cluck (sound made by a chicken),m,
gloussement,gobble (sound made by a turkey),m,
glousser,to cluck (make the noise of a chicken),v,
glousser,to gobble (make the noise of a turkey),v,
glousser,"to chortle, to giggle",v,
glouton,gluttonous; devouring or engulfing one's food greedily,adj,of a man or animal] 
glouton,gluttonous; having a great greed toward something,adj,figuratively] 
glouton,"Glutton or wolverine, a mammalian carnivore of the Arctic regions resembling a small bear with a hairy tail",m,
glouton,Glutton; a person or animal who eats his food greedily,m,
gloutonnement,gluttonishly; in the manner of a glutton,adv,
gloutonnerie,gluttony,f,
glu,glue,f,
glu,birdlime (sticky substance to catch birds),f,
gluant,"sticky, gummy",adj,
glucane,glucan,m,carbohydrate] 
glucide,"carbohydrate, saccharide",m,chemistry] 
glucidique,saccharidic; carbohydrate (attributive),adj,
gluckien,Gluckian,adj,
glucocorticoïde,glucocorticoid,m,
glucogalline,glucogallin,f,organic compound] 
glucogénique,glucogenic,adj,biochemistry] 
glucomètre,glucometer,m,
gluconéogenèse,gluconeogenesis,f,biochemistry] 
gluconique,gluconic,adj,organic chemistry] 
glucosane,synonym of glucane,m,
glucosazone,glucosazone,f,organic compound] 
glucose,glucose,m,
glucoser,to glucose (add glucose),v,
glucuroconjugaison,glucuronidation,f,biochemistry] 
glucuronique,glucuronic,adj,organic chemistry] 
gluino,gluino,m,
glumacé,glumaceous,adj,
gluon,gluon,m,physics] 
glutamate,glutamate,m,
glutamique,glutamic,adj,organic chemistry] 
glutaraldéhyde,glutaraldehyde,m,organic compound] 
glutarique,glutaric,adj,organic chemistry] 
glutathion,glutathione,m,biochemistry] 
glutathiosélénol,glutathioselenol,m,biochemistry] 
glutéal,gluteal,adj,anatomy] 
gluten,gluten,m,
gluténine,glutenin,f,protein] 
glutineux,glutinous,adj,
glycémie,glycemia; blood sugar level,f,pathology] 
glycémique,glycemic,adj,
glycéraldéhyde,glyceraldehyde,m,organic compound] 
glycérate,glycerate,f,organic chemistry] 
glycéride,glyceride,m,organic chemistry] 
glycérine,glycerine (the compound glycerol),f,organic compound] 
glycérique,glyceric,adj,organic chemistry] 
glycérol,glycerol,m,organic compound] 
glycérophosphate,glycerophosphate,m,organic chemistry] 
glycérophosphatide,"glycerophosphatide, phosphoglyceride",m,organic chemistry] 
glycérophospholipide,glycerophospholipid,m,biochemistry] 
glycérophosphorique,glycerophosphoric,adj,organic chemistry] 
glycérose,glycerose,m,carbohydrate] 
glycéryle,glyceryl,m,organic chemistry] 
glycine,wisteria,f,"botany, usually, uncountable] "
glycine,glycine,f,amino acid] 
glycinémie,glycinemia,f,pathology] 
glyco-,glyco-,prefix,
glycocholique,glycocholic,adj,organic chemistry] 
glycocolle,glycocoll,f,organic compound] 
glycogène,glycogen,m,
glycogenèse,glycogenesis,f,
glycogénie,glycogenesis,f,
glycogénique,glycogenic,adj,
glycogénolyse,glycogenolysis,m,biochemistry] 
glycogénose,glycogenosis,m,pathology] 
glycolaldéhyde,glycolaldehyde,m,organic compound] 
glycolase,glycosylase,f,enzyme] 
glycolipide,glycolipid,m,biochemistry] 
glycolique,glycolic,adj,organic chemistry] 
glycolyse,glycolysis,f,biochemistry] 
glycoprotéine,glycoprotein,f,biochemistry] 
glycosaminoglycane,glycosaminoglycan,m,biochemistry] 
glycosidique,glycosidic,adj,organic chemistry] 
glycosphingolipide,glycosphingolipid,m,biochemistry] 
glymphatique,glymphatic,adj,biology] 
glyoxylique,glyoxylic,adj,organic chemistry] 
glyphe,glyph,m,typography] 
glyphosate,glyphosate,m,
glyptique,glyptics,f,
glyptographie,glyptography,f,
GN,abbreviation of gaz naturel,m,
GN,abbreviation of groupe nominal,m,
gnangnan,"soppy, namby-pamby",adj,colloquial] 
gnaphale,cudweed (of the genus Gnaphalium),m,
gnaque,"competitive spirit, fighting spirit",f,
gnaque,drive,f,colloquial] 
gnard,kid,m,slang] 
gnathosome,gnathosome,m,
gniape,"Something that is added, especially something that a merchant gives to a buyer to complete the amount requested, or something extra given as a bonus; a gratuity, lagniappe",f,Louisiana French] 
gniard,alternative form of gnard,m,
GNL,abbreviation of gaz naturel liquéfié (liquide de gaz naturel - LGN) - LNG (liquified natural gas),m,
gnocchi,gnocchi,m,
gnochon,imbecile,m,Quebec] 
gnochon,imbecilic,adj,Quebec] 
gnognote,"Something of little value, or obtained with little difficulty",f,
gnognotte,alternative form of gnognote,f,
gnôle,hooch,f,slang] 
gnome,gnome,m,
gnomon,gnomon,n,
gnon,"bash, blow",m,slang] 
gnon,dent,m,slang] 
gnoquer,to grok,vt,
gnose,gnosis,f,
gnosticisme,Gnosticism,m,
gnostique,"gnostic, an adherent of Gnosticism",m,
gnou,gnu (large antelope),m,
gnouf,"prison, jankers",m,slang] 
go,go (board game),m,
go,alternative form of gau,m,
go,"kweng, girl",f,
Go,Abbreviation of gigaoctet; GB (gigabyte),symbol,
goal,goalkeeper especially in soccer and polo,m,
goal,target in those sports,m,rare] 
Gobeil,surname,prop,
gobelet,"goblet, cup",m,
gobelet,beaker,m,
gobelet,tumbler,m,
gobelin,"a gnome, such as the evil goblin",m,
gober,to swallow whole,v,
gober,"to believe easily, without evidence; to buy",v,figuratively] 
gober,"to ingest drugs, especially ecstasy or LSD",v,"France, slang] "
goberge,slat of a bed,f,
goberge,saithe; coalfish; coley; pollock,f,Canada] 
gobeur,"a swallower, someone who swallows",m,
gobeur,"an easy and often gullible believer, someone who believes everything people say without their own judgment",m,figurative] 
gobeur,"a drug user, especially one who uses hallucinogens",m,"France, slang] "
gobeuse,feminine noun of gobeur,f,
Godard,surname,prop,
godasse,shoe,f,colloquial] 
Godbout,surname,prop,
goddam,an English person,m,"chiefly in the plural, ethnic slur] "
gode,dildo,m,slang] 
Godefroy,given name,prop} {m,
Godeleine,given name,prop,
Godeliève,given name,prop,
godelureau,"coxcomb, dandy",m,
godemiché,a dildo in the shape of a penis with a scrotum,m,
godemichet,"dildo, godemiche",m,
godet,godet,m,
godiche,"clumsy, gawky",adj,
godille,sculling oar,f,nautical] 
godille,wedeln,f,
godiller,to scull,vt,
godiller,to wedeln,vt,
godillot,combat boot,m,"archaic, military] "
godillot,clodhopper,m,colloquial] 
godmiché,alternative form of godemiché,m,
goéland,gull,m,
goëland,[outdated] alternative spelling of goéland,m,
goélette,schooner,f,
goémon,wrack (seaweed),m,
goémon,kelp,m,
goëmon,alternative spelling of goémon,m,
goémonier,Ship that harvests kelp,m,
goémonier,A member of the crew of such a ship,m,
goëmonier,alternative spelling of goémonier,m,
goethien,Goethean,adj,
goethite,goethite,f,
gogo,dupe,m,
gogol,googol,m,
gogol,idiot,m,pejorative] 
gogole,feminine singular of gogol,f,
gogolplex,googolplex,m,
gogue,ragout made with sausages and herbs,f,"regional, culinary] "
gogue,joke; fun,f,dated] 
goguenard,mocking,adj,
goguette,spree,f,
goguette,tipsiness,f,
goguette,a playful mood,f,
goguette,"glee club, singing society",f,"historical, music] "
goguettier,singer of merry songs,m,
goinfre,pig (a gluttonous person),mf,
goinfrer,"to pig out, to stuff oneself",vr,
goinfrerie,pigging out,f,slang] 
goitre,goitre,m,
goitreux,goitrous,adj,
goja,Christian woman,f,"religion, obsolete] "
Goldfarb,surname,prop,
Goldkopf,surname,prop,
goldonien,Goldonian,adj,
Goldstein,surname,prop,
goléador,goal scorer; attacker (who scores many goals),m,football] 
golf,golf,m,
golfe,gulf,m,geography] 
golfer,to golf; play golf,v,
golfeur,golfer,m,
golfeuse,feminine noun of golfeur,f,
golfique,golf (attributive),adj,
golgien,Golgi (attributive),adj,
goliard,Goliard,m,
golri,to laugh,v,"verlan, backslang] "
golyèdre,golyhedron,m,geometry] 
golygone,golygon,m,
gombette,Relating to the old Burgundian system of law,adj,"obsolete, legal] "
gombo,okra,m,
gombo,"gumbo, a soup or stew made with okra",m,"Louisiana French, ] "
gombo,A name for the Louisiana Creole French language,m,Louisiana French] 
gomina,hair gel,f,
gominé,slicked-down,adj,
gominer,"to apply hair gel, to style one's hair",v,
gommage,"erasing, rubbing-out",m,
gommage,scouring,m,
gommage,"exfoliation, scrub that exfoliates the skin",m,
gomme,"rubber, eraser",f,
gomme,"gum, chewing gum",f,"Canada, Louisiana French] "
gomme,gum (adhesive on an envelope),f,
gommer,to gum,v,
gommer,"to erase, rub out",v,
gommeux,gummy,adj,
gommeux,"stylish, dandy",adj,
gommier,"gum, gumtree",m,
gomor,omer (measure),m,
Gomorrhe,Gomorrah,prop,
gomphose,gomphosis,f,anatomy] 
gonade,gonad,f,anatomy] 
gonadotrophine,gonadotrophin,f,hormone] 
gonarthrose,gonarthrosis,f,pathology] 
gonçalviste,Relating to José Gonçalves da Silva,adj,
gond,hinge (of a door),m,
gondi,Gondi (language),m,
gondoïque,synonym of eicosénoïque,adj,
gondole,gondola,f,
Gondwana,Gondwana (southern supercontinent),prop} {m,
-gone,-gon,suffix,
gone,kid (child),m,Lyon dialect] 
gonflable,inflatable,adj,
gonflage,"inflating, inflation",m,
gonflage,"enlarging, blowing up",m,
gonflé,"brazen, nervy (who has got some nerve), cheeky",adj,colloquial] 
gonflement,inflation,m,
gonflement,swelling,m,
gonfler,"to inflate, to blow up",vt,
gonfler,"to swell, to puff up",vi,
gonfler,to get on someone's nerves,vt,colloquial] 
gonflette,bodybuilding,f,pejorative] 
gonfleur,air pump,m,
goniomètre,goniometer,m,
goniométrie,goniometry,m,
