term,definition,POS,notes
Maik,"given name, a phonetic spelling of Mike",prop,
Maikäfer,"cockchafer, May bug (large European beetle from the genus Melolontha)",m,
Maike,"given name, a Low German and West Frisian pet form of Maria",prop,
Mail,alternative form of E-Mail,f,"somewhat, colloquial] "
Mailand,Mailand (capital city),prop} {n,
Mailand,Mailand (metropolitan city),prop} {n,
Mailänder,Milanese,m,
Mailberg,Mailberg (municipality),prop} {n,
mailen,"to email, e-mail",v,
Mailingliste,mailing list,f,
Mainhattan,Nickname for the city of Frankfurt am Main,prop,jocular] 
Mainstream,mainstream,m,
mainstreamig,mainstream,adj,
Mainz,Mainz (city/state capital),prop} {n,
Mainzer,A native or inhabitant of Mainz,m,
mainzisch,Of or from Mainz,adj,
Maipilz,"St. George's mushroom (an edible mushroom, Calocybe gambosa)",m,
Mairenke,Danube bleak (fish) (Alburnus chalcoides),f,
Mais,maize; corn [US],m,
Maisch,"Crushed grapes or other fruits, often used to make wine or brandy",m,
Maisch,Ground malt used in beermaking,m,
maisgelb,Intense yellow (the colour of maize),adj,
Maisgrieß,cornmeal,m,
Maishofen,Maishofen (municipality),prop} {n,
Maiskolben,"corncob, ear of corn, ear of maize",m,
Maisonette,maisonette,f,apartment on two or more floors] 
Maisonettenwohnung,maisonette,f,apartment on two or more floors] 
Maissau,Maissau (municipality),prop} {n,
Mais.-Whg.,abbreviation of Maisonettenwohnung,noun,
Mais.-Whgn.,abbreviation of Maisonettenwohnungen,noun,
Maitli,"girl, lass",n,Swiss] 
Maizena,cornstarch,noun,
Maja,"given name, diminutive of Maria",prop,
Majestät,majesty,f,
majestätisch,majestic,adj,
Majestätsbeleidigung,lese majesty,f,
Majewski,surname,prop} {mf,
Majo,mayonnaise,f,"colloquial, proscribed] "
Majonäse,mayonnaise,f,proscribed (since 2017)] 
Major,major,m,military] 
Majoran,"marjoram, Origanum majorana",m,
majorenn,"at legal age, not underage",adj,archaic] 
Majorin,The wife of a major (officer),f,
Majorität,majority,f,
Majuskel,"majuscule, capital letter",f,
Majuskelschrift,majuscule script,f,
makaber,macabre,adj,
makabrer,comparative of makaber,adj,
Makadam,macadam (surface of a road),m} {n,
Makake,macaque,m,
Makedonien,Macedonia (ancient Greek kingdom; region of northern Greece; modern geographical region),prop} {n,
makedonisch,Macedonian,adj,
Makel,flaw; blemish,m,
makellos,"flawless, immaculate",adj,
mäkeln,to nag; to find fault with,vi,with an + dative] 
Make-up,makeup; make-up,n,
Makkaroni,macaroni,f,
Makler,broker,m,
Makler,"realtor, estate agent",m,
mäklig,fastidious,adj,
Makrele,mackerel,f,
Makromolekül,macromolecule,n,"chemistry, physics] "
makromolekular,macromolecular (relating to macromolecules),adj,
Makron,macron,n,
Makronährstoff,macronutrient,m,
Makrone,macaroon,f,
makroökonomisch,macroeconomic,adj,
Makrophage,macrophage,m,
makroskopisch,macroscopic,adj,
Makrozustand,macrostate,m,
Makulatur,wastepaper,f,
Makulatur,something worthless or meaningless,f,figuratively] 
Makulatur,spoilage,f,printing] 
-mal,times,suffix,
mal.,abbreviation of mundartlich,adj,
mal,times (indicating multiplication of two numbers),adv,
mal,"alternative form of einmal, may serve to introduce a new information",adv,colloquial] 
mal,"Softening a sentence, thus making a request or command more polite. By extension, indicating a command or request",adv,colloquial] 
Mal,time (as in the first time; many times),n,
Mal,"occasion, case, occurrence",n,
Mal,"mark, sign",n,
Mal,mole (on skin),n,
Malabsorption,malabsorption,f,
Malachit,malachite,m,mineral] 
malad,unwell,adj,
malade,"ill, unwell, sick",adj,
Malaie,Malay (man),m,
Malaiin,Malay (woman),f,
malaiisch,Malay,adj,
Malaiisch,Malay (language),n,
Malaise,malaise,f,
Malaria,malaria,f,
Malariaerreger,malaria pathogen,m,
Malariasymptom,malaria symptom,n,
Maläse,alternative spelling of Malaise,f,
Malawi,Malawi,prop} {n,
Malawier,Malawian (A male person from Malawi or of Malawian descent),m,
Malawierin,Malawian (A female person from Malawi or of Malawian descent),f,
malawisch,"Malawian (Of, from, or pertaining to Malawi or the Malawian people)",adj,
Malayalam,Malayalam,n,
Malaysia,Malaysia,prop} {n,
Malaysien,Malaysia,n,Austria] 
Malaysier,Malaysian,m,
Malaysierin,A female Malaysian,f,
malaysisch,Malaysian,adj,
Malbuch,coloring book,n,
maledeien,"to condemn, curse",v,dated] 
Malediven,Maldives,prop} {p,
Malediver,Maldivian (male person from the Maldives or of Maldivian descent),m,
Malediverin,Maldivian (female person from the Maldives or of Maldivian descent),f,
maledivisch,"Maldivian (Of, from, or pertaining to the Maldives, the Maldivian people or the Maldivian language.)",adj,
Maledivisch,Dhivehi,n,
malen,to paint (to create a painting),v,
Maler,agent noun of malen (male or of unspecified sex),m,
Maler,painter (artist who paints pictures),m,
Maler,painter (skilled worker who paints walls etc.),m,
Malerbetrieb,"decorating business, painting contractor",m,
Malerei,painting (action or activity),f,
Malerfarbe,artist's colour/paint,f,art] 
Malerin,"painter (female), paintress [dated]",f,
malerisch,"relating to painting, the work of a painter; painterly",adj,
malerisch,picturesque; scenic,adj,"especially of nature, landscape] "
malerischer,comparative of malerisch,adj,
malerischsten,superlative of malerisch,adj,
Malerkitt,painter's putty,m,
Malheur,mishap,n,
Mali,Mali,prop} {n,
malisch,"Malian (Of, from, or pertaining to Mali or the Malian people)",adj,
maliziös,malicious,adj,
Malle,short for Mallorca,prop} {n,colloquial] 
Mallnitz,Mallnitz (municipality),prop} {n,
Mallorca,Mallorca/Majorca (island),prop} {n,
Mallorka,alternative form of Mallorca,prop} {f,
malmen,"to grind loudly (the teeth, for example as part of the process of eating or as bruxism)",v,rare] 
Malmö,Malmö (city),prop} {n,
malochen,"to drudge, labour",v,
malocht,past participle of malochen,v,
Malonsäure,malonic acid,f,organic compound] 
Malonsäureanhydrid,malonic anhydride,n,organic compound] 
Mals,Mals (municipality),prop,
Mäls,"A village in Balzers, Liechtenstein",prop,
Malta,Malta,prop} {n,
Malte,given name,prop,
Malter,A former unit of volume whose precise size varied according to location and material measured; generally in the range of 100 to 200 liters,m} {n,historical] 
Malter,"mortar (mixture of lime or cement, sand and water)",m} {n,"archaic, Austria] "
Malter,surname,prop} {mf,
Malters,Malters (municipality),prop,
Maltese,person from Malta; Maltese,m,
Malteser,Maltese (male or female inhabitant of Malta),m,
Malteser,member of the Order [of the Knights] of Malta,m,
Malteser,Maltese (a small breed of dog),m,
Malteserin,Maltese (female inhabitant of Malta),prop} {f,
Malteserkreuz,Maltese cross,n,
maltesisch,Maltese,adj,
Maltesisch,Maltese (language of Malta),prop} {n,
malthusisch,Malthusian,adj,
malträtieren,to mistreat something (use or treat with little care),v,chiefly colloquial] 
malträtieren,to abuse; to maltreat someone,v,"colloquial, humorous, otherwise archaic] "
Malve,mallow,f,
Malware,"drawing goods, such as colored pencils, ink, etc",f,
Malz,malt,n,
Mama,"mum, mummy, mom, mommy",f,
Mamba,mamba (snake),f,
Mambo,mambo (music),m,
Mambo,mambo (dance),m,
mamertinisch,Mamertine,adj,
Mami,"mom, mum",f,
Mammakarzinom,breast cancer,n,pathology] 
Mammografie,mammography,f,
Mammographie,mammography,f,
Mammon,Mammon,m,
Mammon,money,m,colloquial] 
Mammut,mammoth,n,
mampfen,to munch,v,colloquial] 
Mamsell,"damsel, miss",f,dated or humorous] 
Mamsell,housekeeper,f,dated] 
Mamsellchen,diminutive of Mamsell,n,
man,"one, you (indefinite pronoun; construed as a third-person singular)",pron,
man,"they, people (people in general)",pron,
man,"someone, somebody (some unspecified person)",pron,
man,they (some unspecified group of people),pron,
man,just; only,adv,"colloquial, regional, northern Germany] "
MAN,initialism of Maschinenfabrik Augsburg-Nürnberg (a German mechanical engineering company),prop,
Management,management (administration; the process or practice of managing),n,
Managementsystem,management system,n,management] 
managen,to manage (organise),v,
Manager,manager [see usage notes below] (male or of unspecified sex),m,
Manager,agent of an artist or sportsperson (male or of unspecified sex),m,
Manati,manatee,m,
manch,many a; many; some,pron,used as an adjective or a noun] 
mancherlei,"Various, of many types",adj,
mancherorts,in some places,adv,
manchmal,sometimes,adv,
Mandant,client (of a lawyer),m,
Mandarin,mandarin (Chinese Imperial official),m,
Mandarin,"Mandarin, standard Chinese",prop} {n,
Mandarine,mandarin orange (fruit),f,
Mandarinente,mandarin duck,f,
Mandarinfisch,"mandarin fish (colorful saltwater fish, Synchiropus splendidus)",m,
Mandat,mandate (official command),n,
Mandatar,mandatary,m,
Mandatar,"deputy, representative",m,Austria] 
mandatorisch,mandatory,adj,
Mandel,almond,f,
Mandel,amygdala,f,"anatomy, in brain] "
Mandel,tonsil,f,"anatomy, in throat] "
Mandel,a quantity of 15,n,
Mandel,a quantity of 15,f,
Mandelbaum,almond tree,m,
Mandelbaum,surname,prop} {mf,
Mandelbrotmenge,Mandelbrot set,f,
Mandelentzündung,tonsillitis,f,pathology] 
Mandelmilch,almond milk,f,
mandibulär,mandibular,adj,
Mandioka,cassava,f,
Mandoline,mandolin,f,
Mandschurei,Manchuria,prop,
Manege,ring,f,circus] 
Manen,manes,p,
Manfred,given name revived in the 19th century and popular in the 20th century,prop,
mang,among; amidst,prep,"regional, northern Germany, chiefly colloquial, dated] "
Manga,manga (a Japanese comic),m,
Mangan,manganese,n,
Manganat,manganate,n,inorganic chemistry] 
Mangancarbonat,manganese carbonate,n,inorganic compound] 
Mangandioxid,manganese dioxide,n,inorganic compound] 
Manganerz,manganese ore,n,
Mangangruppe,manganese group,f,inorganic chemistry] 
Manganhalogenid,manganese halide,n,inorganic chemistry] 
manganhaltig,manganese-bearing,adj,mineralogy] 
Manganhydroxide,manganese hydroxide,n,inorganic compound] 
Manganin,manganin,n,
Manganit,manganite,m,mineral] 
Manganknolle,manganese nodule,f,
Mangannitrid,manganese nitride,n,inorganic compound] 
Manganocen,manganocene,n,inorganic compound] 
Manganometrie,manganometry,f,inorganic chemistry] 
manganometrisch,manganometric,adj,
Manganoxid,manganese oxide,n,inorganic compound] 
manganreich,manganese-rich,adj,mineralogy] 
Mangansilikat,manganese silicate,n,inorganic compound] 
Mangansulfat,manganese sulfate,n,inorganic compound] 
Mangantetrafluorid,manganese tetrafluoride,n,inorganic compound] 
Mangel,lack,m,
Mangel,deficiency (dietary),m,
Mangel,mangle,f,
Mangelerkrankung,deficiency disease,f,pathology] 
Mangelerscheinung,deficiency,f,
mangelhaft,defective,adj,
Mangelhaftigkeit,deficiency,f,
Mangelhaftigkeit,defectiveness,f,
mangeln,to lack,v,
mangelnd,"lacking, wanting, insufficient",adj,
mangels,for lack of,prep,with genitive] 
Mangelsymptom,deficiency symptom,n,
Mangelversorgung,lack of supply,f,
Mangelware,scarce good,f,
Mangelzustand,(state of) deficiency,m,
Mango,mango (fruit),f,
Mangold,chard (Beta vulgaris var. cicla),m,
Mangostane,mangosteen,f,
Mangrove,mangrove,f,
Mangrovenwald,mangrove forest,m,
Mangroveralle,chestnut rail,f,
Manhattan,Manhattan (borough/and/island),prop} {n,
Manhattan,Manhattan (cocktail),m,
manichäisch,Manichaean,adj,
Manie,mania,f,
Manier,"manner, style",f,arts] 
Manier,Plural: see Manieren,f,
Manieren,manners,fp,
manieriert,"mannered, affected",adj,
Manieriertheit,mannerism,f,
manierlich,mannerly,adj,
manierlich,well-mannered,adj,
manifest,manifest,adj,
Manifest,manifesto,n,
Manifest,manifest,n,
maniform,Having the form of a mania,adj,
Maniküre,manicure,f,
Manila,Manila (capital city),prop} {n,
Manioc,alternative form of Maniok,noun,
Manioca,alternative form of Manioka,f,
Maniok,cassava,m,
Manioka,manioc [cassava],noun,
Manipulation,manipulation,f,
manipulativ,manipulative,adj,
manipulierbar,manipulable,adj,
Manipulierbarkeit,manipulability,f,
manipulieren,to manipulate,v,
Manipulierer,manipulator,m,
Manipuliererin,A female manipulator,f,
manipuliert,past participle of manipulieren,v,
Manipulierung,manipulation,f,
manisch,manic,adj,
manisch-depressiv,manic-depressive,adj,
Mank,Mank (municipality),prop} {n,
Mank,Mank (river),prop} {f,
Manko,shortcoming,n,
Mann,"man, male human being",m,
Mann,husband,m,
Männchen,diminutive of Mann: a little or small man,n,
Männchen,a male animal or a male plant,n,
Männchen,"a trick that dogs or other quadrupeds do, consisting of resting on their hind legs with an upright body (and begging)",n,
Männeken,"diminutive of Mann, usually pejorative",n,"regional, northern Germany, chiefly colloquial] "
Mannequin,model,n,person who serves as a subject for fashion] 
Männerchor,male choir,m,
Männerfuss,alternative spelling of Männerfuß,m,
Männerfuß,man's foot,m,
männermordend,"man-killer (seductress, attributive)",adj,
Männerstimme,"male voice, man's voice",f,
Mannesmann,surname,prop,
mannhaft,manly,adj,
mannhaft,"brave, bold",adj,
Mannheim,Mannheim (city),prop} {n,
Mannheim,One of the four districts of the Grand Duchy of Baden,prop} {n,historical] 
Mannheimer,A native or inhabitant of Mannheim,m,
mannigfach,"manifold, multifarious",adj,
mannigfaltig,"diverse, manifold, varied, multifarious",adj,
Mannigfaltigkeit,diversity,f,
Mannigfaltigkeit,manifold (topological space),f,math] 
männiglich,everyone,pron,"archaic, outside, Switzerland] "
männiglich,general,pron,"archaic, outside, Switzerland] "
Männin,woman,f,biblical] 
Männin,manly woman,f,rare] 
Manning,Manning (municipality),prop} {n,
Männlein,male animal,n,"southern, possibly dated] "
Männlein,diminutive of Mann,n,
männlich,male,adj,
männlich,manly,adj,
männlich,masculine,adj,"grammar, not comparable] "
männlicher,comparative of männlich,adj,
Männlichkeit,"manliness, manhood, masculinity",f,
Männlichkeit,male genitalia,f,euphemistic] 
männlichsten,superlative of männlich,adj,
mannmännlich,homosexual (male),adj,
Mannomann,expression of astonishment,interj,
Mannsbild,"man, male [often with the connotation of being strong, handsome or manly]",n,
Mannschaft,crew members of a ship,f,
Mannschaft,team (group of people),f,
Mannschaft,group of soldiers belonging to one military unit,f,"now, rare] "
Mannschaft,the national football team of Germany,prop} {f,
Mannschaftsraum,seamen's mess,m,nautical] 
Mannschaftsraum,"team quarters, crew's quarters",m,sports] 
Mannschaftsriege,"team selection, team side, team lineup (sports, politics etc.)",f,
mannshoch,man-high,adj,
Mannsperson,man,f,
Mannsschild,any plant of the genus Androsace,m,
mannstoll,"man-mad, nymphomaniac",adj,
Mannweib,manly woman,n,derogatory] 
Manometer,manometer (instrument),n,
Manometer,oh man [an exclamation of astonishment or annoyance],interj,
Manöver,maneuver,n,
manövrieren,to maneuver,v,
manövrierfähig,maneuverable,adj,
Manövrierfähigkeit,maneuverability,f,
Mansarddach,mansard roof,n,
Mansarde,"loft apartment, attic flat [UK]; [often single room]",f,
Manschette,cuff,f,
Manschette,sleeve,f,
Mansfeld,Mansfeld (town),prop,
Mansfelder,A native or inhabitant of Mansfeld,m,
Mantel,mantle,m,
Mantel,coat,m,
Mantelaffe,"mantled guereza, pied tamarin, Saguinus bicolor",m,
Mäntelchen,diminutive of Mantel,n,
Mantelplume,mantle plume,m,
Manteltier,tunicate,n,zoology] 
Mantisse,mantissa,f,maths] 
Mantra,mantra,n,
Manual,manual (keyboard of an organ etc.),n,
Manuel,given name borrowed from Spanish and Portuguese,prop} {m,
Manuela,"given name borrowed from Spanish and Portuguese, popular during the second half of the 20th century",prop} {f,
manuell,manual (done or operated by hand),adj,
Manufaktur,manufactory,f,
Manuskript,manuscript,n,
Manx,"Manx Gaelic, the Goidelic Celtic language spoken on the Isle of Man",n,
Mao,"Mao; a Chinese surname, usually referring to Mao Zedong (in German Mao Tse-tung or rarer Mao Zedong)",prop,
Mao-Anzug,Mao suit,m,
Maoismus,maoism,m,
Mäppchen,diminutive of Mappe,n,
Mäppchen,pencil case,n,Germany] 
Mappe,portfolio (case; collection),f,
Mappe,briefcase,f,
Mappe,folder,f,
Mappe,plastic folder,f,
Mappe,loose-leaf binder,f,
Mär,"an often repeated untruth, a fable, a false narrative",f,literary] 
Mär,"tale, fairytale, fable",f,archaic] 
Mär,"tidings, news",f,archaic] 
Maraca,maraca [musical instrument],noun,
Maracuja,passion fruit (edible fruit),f,
Maraka,alternative form of Maraca,noun,
Marasmus,marasmus,m,medicine] 
marastisch,marantic,adj,pathology] 
Marathi,one of the languages spoken in India; Marathi,n,
Marathon,marathon,m,sports or figuratively] 
Marc,given name borrowed from French,prop} {m,
Marcel,given name,prop,
Marchegg,Marchegg (municipality),prop} {n,
Märchen,fairy tale,n,
Märchenbuch,book of fairytales,n,
märchenhaft,fabulous,adj,
Marchtrenk,Marchtrenk (municipality),prop} {n,
Marco,given name borrowed from Italian,prop,
Marcus,"given name, a less common spelling of Markus",prop,
Marder,marten,m,
Mareike,"given name, a Low German diminutive of Maria",prop,
Maren,given name from Danish,prop,
Marend,afternoon snack,n,"Austria, Switzerland, South Tyrol] "
Marga,given name,prop,
Margareta,given name,prop,
Margarete,given name,prop,
Margaretha,given name,prop,
Margarethe,"given name, alternative spelling of Margarete",prop} {f,
Margarine,margarine,f,
Margarodit,margarodite,?,mineral] 
Marge,margin,f,
Margell,a girl,f,"uncommon, dialectal, originally, Prussia] "
Margellchen,diminutive of Margell,n,
Margerite,oxeye daisy (Leucanthemum vulgare),f,
marginal,marginal,adj,
Margit,given name,prop,
Margot,given name,prop,
Margret,"given name, a short form of Margarete, =Margaret",prop,
Margrit,given name derived from Margarete ( =Margaret),prop,
Maria,given name,prop} {f} {m,
Maria,"given name, used as a middle name, chiefly by Catholics",prop} {f} {m,
Marian,given name,prop,
Marianne,given name,prop,
Mariapfarr,Mariapfarr (municipality),prop} {n,
Mariasdorf,Mariasdorf (municipality),prop} {n,
Mariastein,Mariastein (municipality),prop} {n,
Mariazell,Mariazell (municipality),prop} {n,
Marie,"given name, a German variant of Maria, or borrowed from French",prop} {f,
Marie,money,f,"slang, Austria] "
Marienberg,"A town in Erzgebirgskreis, Saxony",prop,
Marienglas,selenite,n,mineral] 
Marienkäfer,"ladybug, ladybird",m,
Marie-Theres,given name,prop,
Marie-Therese,given name,prop} {f,
Marihuana,marijuana,n,
Marille,apricot,f,Austria] 
Marillenknödel,apricot dumpling,m,cooking] 
marin,marine,adj,
Marina,given name,prop,
Marinade,marinade,f,
Marine,navy,f,
marinieren,to marinate,v,
Mario,given name,prop,
Marion,given name,prop} {f,
Marionette,A marionette or any type of puppet generally,f,
marionettengleich,puppet (attributive),adj,
Marionettenregierung,puppet government,f,
Mariske,anal skin tag,f,
maritim,maritime,adj,
Marius,given name of Latin origin,prop,
Marjell,alternative spelling of Margell,f,
Marjellchen,diminutive of Marjell,n,
Mark,"the name of a currency, mark",f,
Mark,a usually fortified area along the border; marches,f,
Mark,"given name, short form of compound names beginning with the Germanic element mark ""area along the border"", such as Markolf and Markward",prop} {m,
Mark,marrow,n,
Mark,"pith, the solid mass in the inner of a fruit",n,
Mark,given name,prop} {m,
Mark,alternative form of Merk,m,
markant,distinctive (easily identifiable),adj,
markant,striking (individual and impressive),adj,
Markasit,marcasite,m,mineral] 
Marke,"mark (like trade mark), brand",f,
Marke,stamp (for letters),f,
Markenname,brand name,m,
markenrechtlich,trademarked,adj,legal] 
markentypisch,"typical of a certain brand, typical of a certain (trade) mark",adj,
Markenzeichen,trademark,n,
markerschütternd,"bloodcurdling, agonizing, excruciating, piercing",adj,
Marketender,sutler,m,military] 
Marketing,"marketing (promotion, distribution and selling of a product or service)",n,
Markgraf,margrave,m,historical] 
markieren,to mark (indicate),v,
markieren,to tag (to mention a friend to notify),v,social networking] 
Markierung,"mark, marking, tag",f,
Markierung,brand,f,
Markierungsschnittstelle,marker interface pattern,f,"software, design] "
Markierungsschnittstelle,marker interface,f,"software, object-oriented] "
markig,"terse, pithy",adj,
markig,"string, powerful, sturdy",adj,
märkisch,Of or from the Margraviate of Brandenburg,adj,
märkisch,Of or from the County of Mark or Märkischer Kreis,adj,
Markise,marquise,f,historical] 
Markise,marquise (style of cut gemstone),f,
Markise,awning,f,
Marko,given name,prop,
Markör,"billiard-marker, marker",m,
Markör,waiter,m,"Austria, dated] "
Markör,furrow opener,m,agriculture] 
Markt,market,m,
Markt,market town,m,title that is prepended to a town name] 
Marktanteil,market share,m,economics] 
marktbar,marketable,adj,
markten,"to do business, to have commerce and that often with haggling",v,
marktfähig,marketable,adj,
Marktführer,"market leader, brand leader",m,
Marktgemeinde,market town,f,
Marktl,Marktl (village),prop,
Marktnische,niche market,f,
Marktplatz,"marketplace, market square (open area in a town housing a public market)",m,
Marktstruktur,market structure,f,economics] 
Marktwert,market value,m,
Marktwirtschaft,market economy (type of economy),f,economics] 
marktwirtschaftlich,market economy (attributive),adj,economics] 
Markus,Mark the Evangelist [biblical character],prop,
Markus,given name,prop,
Marleen,given name,prop,
Märlein,synonym of Märchen,n,obsolete] 
Marlen,given name,prop,
Marlene,given name,prop,
Marlies,"given name, combination of Maria and Elisabeth",prop,
Marlis,"given name, a less common spelling of Marlies",prop,
Marmel,alternative form of Murmel,f,dated] 
Marmelade,jam,f,"Germany, Austria] "
Marmelade,marmalade,f,EU regulation] 
Marmor,marble,m,rock] 
Marmorkatze,marbled cat [Pardofelis marmorata],f,
Marmorkrebs,marbled crayfish,m,
marmorn,marble,adj,attributive] 
Marmortisch,marble table,m,
Marne,Marne (town),prop} {n,
Marne,Marne (city),prop} {n,
marode,ailing,adj,
marode,ramshackle,adj,
Marodeur,marauder (male or of unspecified sex),m,
marodieren,to maraud,vi,
Marokkaner,Moroccan (person from Morocco),m,
Marokkanerin,Moroccan (female person from Morocco),f,
marokkanisch,Moroccan (pertaining to Morocco),adj,
Marokko,Morocco,prop} {n,
Marone,sweet chestnut (fruit),f,
Marone,bay bolete,f,fungi] 
maronitisch,"Maronite, Maronitic",adj,
Marotte,"quirk, idiosyncrasy",f,
Marotte,marotte (prop stick or sceptre with a carved head on it),f,
Marquis,marquess,m,
Marquise,"marquise, marchioness",f,
Marrakesch,Marrakech,prop} {n,
Mars,Mars (planet),prop} {m,
Mars,Mars (Roman god),prop} {m,
Marsberg,"A town in Sauerland, Germany",prop} {n,
Marsch,march,m,
Marsch,marsh,f,geography] 
Marschall,marshal; field marshal (highest military rank in some armies),m,military] 
Marschall,marshal (officer in the household of a medieval prince),m,historic] 
Marschallstab,baton,noun,military] 
Marschflugkörper,cruise missile,m,
marschieren,"to march (to walk with others in a column, in step)",v,
marschieren,"to march (to walk taking long, regular strides)",v,
Marschmusik,"The genre marching music, written to march on (as in military or other parade context) and/or in binary measure",f,
Marschroute,route of marching,f,military] 
Marschroute,"line of approach, tactics",f,figuratively] 
Marseiller,Marseillais (native or inhabitant of Marseille),m,
Marshalling,marshalling,n,software] 
Marshallinseln,Marshall Islands,prop} {p,
marshallisch,Marshallese,adj,
Marshmallow,marshmallow (confectionery),n,
Marshsch,Marsh (surname) (attributive),adj,
Marssymbol,Mars symbol,n,
Marstall,royal stable,m,
Marta,Martha [biblical character],prop,
Marta,given name,prop,
Marter,"torture, ordeal",f,
martern,"to torture, to martyr",v,
Martha,Martha (biblical figure),prop} {f,
Martha,given name,prop} {f,
martialisch,"martial, menacing",adj,
Martin,given name,prop,
Martin,surname,prop,
Martina,given name,prop,
Martingal,martingale (piece of harness),n,
Martini,martini (cocktail),m,
Martinsberg,Martinsberg (municipality),prop} {n,
Martinsberg,"Marcinków, Poland",prop} {n,historical] 
Martinsberg,"Șomartin, Romania",prop} {n,
Martinsgans,roast goose traditionally eaten at Martinmas,f,
Märtyrer,martyr,m,religion] 
Märtyrerin,(female) martyr,f,religion] 
Märtyrertum,martyrdom,n,
Martyrologium,martyrology,n,
Marunke,Prunus domestica subsp. intermedia [the plant is dated],f,East Central German] 
Marvin,given name,prop,
Marwig,given name,prop} {m,
Marwin,"given name, a less common spelling of Marvin",prop,
Marx,surname,prop,
Marxismus,Marxism,m,
Marxismus-Leninismus,Marxism-Leninism,prop,
Marxist,Marxist,m,
Marxistin,a female Marxist,f,
marxistisch,Marxist,adj,
Marz,Marz (municipality),prop} {n,
März,March,m,
Märzenbecher,snowflake (flower): Leucojum vernum,m,
Marzipan,marzipan,n} {m,generally uncountable] 
Marzipankartoffel,A spherical marzipan sweet popularly eaten at Christmas,f,
Mascara,synonym of Wimperntusche,m,"neologism, especially, advertising] "
Masche,stitch,f,"knitting, crocheting] "
Masche,hole (in a net),f,
Masche,link (in chainmail),f,
Masche,"trick, scam, shtick",f,colloquial] 
Maschendrahtzaun,"wire net fence, wire mesh fence, chain link fence",m,
Maschikuli,machicolation,m,
Maschine,machine,f,
Maschine,engine,f,
Maschine,airplane,f,"slightly, colloquial] "
Maschine,motorcycle,f,colloquial] 
maschinell,"mechanical, automatic",adj,
Maschinenbau,"engineering, especially mechanical engineering",m,
Maschinenfabrik,machine-producing plant (factory or industrial facility),f,
Maschinenführer,"operator, machine operator",m,
Maschinengewehr,machine gun,n,
maschinenlesbar,machine-readable,adj,
maschinenmäßig,machinelike,adj,
Maschinenmusik,Literally translating as machine music. Music with tones in structured manner produced by digital or analog instruments (machines) on the basis of mathematical or/and musical algorithms,f,music] 
Maschinenpistole,submachine gun,f,
Maschinenraum,engine room,m,
maschinenschriftlich,typewritten,adj,
Maschinensprache,machine language (set of instructions for a computer),f,programming] 
Maschinenstürmer,Luddite,m,
Maschinenstürmerin,feminine noun of Maschinenstürmer,f,
Maschinerie,machinery,f,
Maschinführer,alternative form of Maschinenführer,m,
Maser,knot (bright excrescence on the trunk of a tree),f,
Masern,measles,p,
Maserung,grain (linear texture of material or surface),f,
mask.,abbreviation of maskulin,adj,
Maskara,alternative spelling of Mascara,m,
Maskarenen,"Mascarenes, the Mascarene Islands",prop} {fp,
Maske,mask,f,
Maske,workspace of an make-up artist,f,film production or theater] 
Maskenball,masked ball,m,
Maskenbildner,make-up artist (male or of unspecified sex),m,
Maskerade,masquerade,f,
maskieren,to mask,vt,
Maskottchen,mascot,n,
maskulin,"masculine, manly",adj,
maskulin,"masculine, of or pertaining to the masculine gender",adj,grammar] 
Maskulinum,"masculine, masculine gender",n,"grammar, no plural] "
Maskulinum,"masculine, a word (like a substantive, pronoun) with masculine gender",n,grammar] 
Masochismus,masochism (sexual enjoyment of receiving pain or humiliation),m,"psychology, strictly] "
Masochismus,masochism (joyful wallowing in pain or hardship),m,loosely] 
Masochist,masochist,m,
masochistisch,masochistic (experiencing sexual enjoyment in the receiving of pain or humiliation),adj,"psychology, strictly] "
masochistisch,masochistic (joyfully wallowing in pain or hardship),adj,loosely] 
Mass,alternative spelling of Maß,noun,
Maß,size,n,
Maß,extent,n,
Maß,measure,n,
Maß,moderation,n,
Maß,a litre/tankard of beer,f,Southern Germany] 
Massage,massage,f,
Massaker,massacre,n,
massakrieren,to massacre,v,
Maßanzug,"bespoke suit, made-to-measure suit",m,
Maßband,tape measure,n,
Masse,mass [quantity of matter],f,
Masse,matter,f,
Masse,ground,f,electricity] 
Maßeinheit,unit of measure,f,
maßeinheitslos,dimensionless (Lacking a unit of measure),adj,physics] 
massen,alternative spelling of maßen,conj,
maßen,since,conj,archaic] 
Massenanteil,mass fraction,m,chemistry] 
Massenarbeitslosigkeit,mass unemployment,f,
Massenbewegung,movement with many people; mass movement,f,
Massendefekt,mass defect,m,physics] 
Massendifferenz,"mass difference, mass defect",f,physics] 
Massengrab,mass grave,n,
massenhaft,"in vast numbers, of vast numbers",adj,
Massenkarambolage,"pile-up (major car accident, typically involving five or more vehicles)",f,
Massenkommunikation,mass communication,f,
Massenkunstoff,"bulk plastics, mass-produced plastics",m,
Massenkunstoffe,commodity plastics,m,
Massenmedium,mass medium,n,
Massenmord,mass murder,m,
Massenmörder,mass murderer,m,
Massenproduktion,mass production,f,
Massenprozent,percentage by mass,n,
Massenspektrometer,mass spectrometer,n,
Massenspektrometrie,mass spectrometry,f,"chemistry, physics] "
massenspektrometrisch,mass-spectrometric,adj,
massentauglich,"popular, mainstream (suitable for the mass of the people)",adj,
Massentötung,mass killing,f,
Massenunterschied,"mass difference, mass defect",m,physics] 
